title,cik_str,ticker
VIRGINIA ENERGY RESOURCES INC,0001508527,VEGYF
Timberline Resources Corp,0001288750,TLRS
"Nuo Therapeutics, Inc.",0001091596,AURX
"NuZee, Inc.",0001527613,NUZE
"REVIVA PHARMACEUTICALS HOLDINGS, INC.",0001742927,RVPH
"NANOVIRICIDES, INC.",0001379006,NNVC
Mediaco Holding Inc.,0001784254,MDIA
JEWETT CAMERON TRADING CO LTD,0000885307,JCTCF
United Express Inc.,0001751707,UNXP
Leet Technology Inc.,0001586495,LTES
"Applied UV, Inc.",0001811109,AUVI
AIRNET TECHNOLOGY INC.,0001413745,ANTE
ATIF Holdings Ltd,0001755058,ATIF
"PROVECTUS BIOPHARMACEUTICALS, INC.",0000315545,PVCT
"HG Holdings, Inc.",0000797465,STLY
"Recon Technology, Ltd",0001442620,RCON
"Crown Equity Holdings, Inc.",0001103833,CRWE
TOP SHIPS INC.,0001296484,TOPS
US ENERGY CORP,0000101594,USEG
ALR TECHNOLOGIES INC.,0001087022,ALRT
"Rubicon Technology, Inc.",0001410172,RBCN
Aurcana Silver Corp,0001507713,AUNFF
"Jiuzi Holdings, Inc.",0001816172,JZXN
SPINDLETOP OIL & GAS CO,0000867038,SPND
Neptune Wellness Solutions Inc.,0001401395,NEPT
"Mycotopia Therapies, Inc.",0001763329,TPIA
"CKX LANDS, INC.",0000352955,CKX
NuLegacy Gold Corp,0001502758,NULGF
"SOLIGENIX, INC.",0000812796,SNGX
SIFCO INDUSTRIES INC,0000090168,SIF
"Odyssey Health, Inc.",0001626644,ODYY
"Indaptus Therapeutics, Inc.",0001857044,INDP
"Emmaus Life Sciences, Inc.",0000822370,EMMA
MHHC Enterprises Inc.,0001826135,MHHC
"Artemis Therapeutics, Inc.",0001062128,ATMS
Addex Therapeutics Ltd.,0001574232,ADXN
"GREYSTONE LOGISTICS, INC.",0001088413,GLGI
"Color Star Technology Co., Ltd.",0001747661,CSCW
"Allarity Therapeutics, Inc.",0001860657,ALLR
"Brazil Minerals, Inc.",0001540684,BMIX
Aleafia Health Inc.,0001754664,ALEAF
Yubo International Biotech Ltd,0000895464,YBGJ
Eco Wave Power Global AB (publ),0001846715,WAVE
Empower Clinics Inc.,0001109504,EPWCF
"ReTo Eco-Solutions, Inc.",0001687277,RETO
"Powerbridge Technologies Co., Ltd.",0001754323,PBTS
"Pharma-Bio Serv, Inc.",0001304161,PBSV
Tribal Rides International Corp.,0001624985,XNDA
BLACKROCK VIRGINIA MUNICIPAL BOND TRUST,0001169034,BHV
Universe Pharmaceuticals INC,0001809616,UPC
CordovaCann Corp.,0001168981,LVRLF
Netcapital Inc.,0001414767,NCPL
"Metacrine, Inc.",0001634379,MTCR
OPGEN INC,0001293818,OPGN
TAITRON COMPONENTS INC,0000942126,TAIT
"Twin Vee PowerCats, Co.",0001855509,VEEE
"Charlie's Holdings, Inc.",0001134765,CHUC
"Qualigen Therapeutics, Inc.",0001460702,QLGN
"ENZON PHARMACEUTICALS, INC.",0000727510,ENZN
Hannan Metals Ltd.,0001123267,HANNF
Paramount Gold Nevada Corp.,0001629210,PZG
"OptimumBank Holdings, Inc.",0001288855,OPHC
Altamira Gold Corp.,0001635729,EQTRF
GENETIC TECHNOLOGIES LTD,0001166272,GENE
"CHEMBIO DIAGNOSTICS, INC.",0001092662,CEMI
INPIXON,0001529113,INPX
Context Therapeutics Inc.,0001842952,CNTX
SharpLink Gaming Ltd.,0001025561,SBET
Ever Harvest International Group Inc.,0001411165,TLGN
CATSKILL HUDSON BANCORP INC,0001384437,CSKL
"Elio Motors, Inc.",0001531266,ELIO
NextPlay Technologies Inc.,0001372183,NXTP
MYMETICS CORP,0000927761,MYMX
"MINIM, INC.",0001467761,MINM
MDJM LTD,0001741534,MDJH
ARION GROUP CORP.,0001698702,ARGC
Midwest Energy Emissions Corp.,0000728385,MEEC
FLYHT Aerospace Solutions Ltd.,0001403749,FLYLF
XORTX Therapeutics Inc.,0001729214,XRTX
Nowtransit Inc,0001784440,NOTR
"Vyant Bio, Inc.",0001349929,VYNT
CYANOTECH CORP,0000768408,CYAN
"Ever-Glory International Group, Inc.",0000943184,EVK
Data Storage Corp,0001419951,DTST
"Odyssey Semiconductor Technologies, Inc.",0001781405,ODII
LION COPPER & GOLD CORP.,0001339688,LCGMF
Dragon Victory International Ltd,0001682241,LYL
"WB Burgers Asia, Inc.",0001787412,WBBA
Taoping Inc.,0001552670,TAOP
"Cell Source, Inc.",0001569340,CLCS
Curative Biotechnology Inc,0001400271,CUBT
"Forte Biosciences, Inc.",0001419041,FBRX
Cure Pharmaceutical Holding Corp.,0001643301,CURR
KANGE CORP,0001593773,KGNR
"Clearday, Inc.",0000895665,CLRD
INTEGRATED BIOPHARMA INC,0001016504,INBP
Regen BioPharma Inc,0001589150,RGBP
"PYXUS INTERNATIONAL, INC.",0000939930,PYYX
AMERICAN CRYOSTEM Corp,0001468679,CRYO
"PURE CAPITAL SOLUTIONS, INC.",0001406434,PCST
Can-Fite BioPharma Ltd.,0001536196,CANF
"Organicell Regenerative Medicine, Inc.",0001557376,OCEL
"Timber Pharmaceuticals, Inc.",0001504167,TMBR
Medigus Ltd.,0001618500,MDGS
"Everything Blockchain, Inc.",0001730869,OBTX
AGRO CAPITAL MANAGEMENT CORP.,0001598323,ACMB
"GRAYBUG VISION, INC.",0001534133,GRAY
"Tempest Therapeutics, Inc.",0001544227,TPST
"ORGANOVO HOLDINGS, INC.",0001497253,ONVO
GFG Resources Inc.,0001684888,GFGSF
Skillful Craftsman Education Technology Ltd,0001782309,EDTK
TRIO-TECH INTERNATIONAL,0000732026,TRT
PJX Resources Inc.,0001625901,PJXRF
"PetVivo Holdings, Inc.",0001512922,PETV
FUSE GROUP HOLDING INC.,0001636051,FUST
"REED'S, INC.",0001140215,REED
"ACORN ENERGY, INC.",0000880984,ACFN
Four Seasons Education (Cayman) Inc.,0001709819,FEDU
"BIOXYTRAN, INC",0001445815,BIXT
"Unique Fabricating, Inc.",0001617669,UFAB
MARINE PETROLEUM TRUST,0000062362,MARPS
TABLE TRAC INC,0001090396,TBTC
Argentina Lithium & Energy Corp.,0001689448,PNXLF
SOLITRON DEVICES INC,0000091668,SODI
"Jupiter Wellness, Inc.",0001760903,JUPW
Secoo Holding Ltd,0001633441,SECO
QUOTEMEDIA INC,0001101433,QMCI
QUHUO Ltd,0001781193,QH
Stealth BioTherapeutics Corp,0001696396,MITO
"Starco Brands, Inc.",0001539850,STCB
JONES SODA CO,0001083522,JSDA
SURGE COMPONENTS INC,0000747540,SPRS
"PALTALK, INC.",0001355839,PALT
"Gaming Technologies, Inc.",0001816906,GMGT
RELIABILITY INC,0000034285,RLBY
"AmpliTech Group, Inc.",0001518461,AMPG
KELSO TECHNOLOGIES INC,0001161814,KIQ
FIRST BANCORP OF INDIANA INC,0001074543,FBPI
GIGAMEDIA Ltd,0001105101,GIGM
"BIMINI CAPITAL MANAGEMENT, INC.",0001275477,BMNM
"Balance Labs, Inc.",0001632121,BLNC
BLACKBOXSTOCKS INC.,0001567900,BLBX
"Alfi, Inc.",0001833908,ALF
Libero Copper & Gold Corp,0001580110,LBCMF
"Skye Bioscience, Inc.",0001516551,SKYE
"NanoVibronix, Inc.",0001326706,NAOV
"PURE BIOSCIENCE, INC.",0001006028,PURE
VASO Corp,0000839087,VASO
Bit Brother Ltd,0001543268,BTB
Qumu Corp,0000892482,QUMU
"Gyrodyne, LLC",0001589061,GYRO
HEALTHY EXTRACTS INC.,0001630176,HYEX
NEUROONE MEDICAL TECHNOLOGIES Corp,0001500198,NMTC
BiomX Inc.,0001739174,PHGE
"TOMI Environmental Solutions, Inc.",0000314227,TOMZ
"Panbela Therapeutics, Inc.",0001029125,PBLA
P&F INDUSTRIES INC,0000075340,PFIN
"Aprea Therapeutics, Inc.",0001781983,APRE
INVESCO DB SILVER FUND,0001383054,DBS
"Virpax Pharmaceuticals, Inc.",0001708331,VRPX
"Cyclo Therapeutics, Inc.",0000922247,CYTH
TONOGOLD RESOURCES INC,0001337085,TNGL
EMGOLD MINING CORP,0001199392,EGMCF
"Symbolic Logic, Inc.",0001052054,EVOL
Canagold Resources Ltd.,0000868822,CRCUF
"Acutus Medical, Inc.",0001522860,AFIB
"BT Brands, Inc.",0001718224,BTBD
Elite Education Group International Ltd,0001781397,EEIQ
PROSTAR HOLDINGS INC. /BC,0001493130,MAPPF
"CohBar, Inc.",0001522602,CWBR
"Petros Pharmaceuticals, Inc.",0001815903,PTPI
IMPAC MORTGAGE HOLDINGS INC,0001000298,IMH
Kallo Inc.,0001389034,KALO
"Standard Metals Processing, Inc.",0000773717,SMPR
"Tivic Health Systems, Inc.",0001787740,TIVC
UNIVERSAL GLOBAL HUB INC.,0001552743,UGHB
EXCELLON RESOURCES INC,0001263011,EXN
"ALTITUDE INTERNATIONAL HOLDINGS, INC.",0001664127,ALTD
"Fuwei Films (Holdings), Co. Ltd.",0001381074,FFHL
"Firsthand Technology Value Fund, Inc.",0001495584,SVVC
ADDVANTAGE TECHNOLOGIES GROUP INC,0000874292,AEY
"Brickell Biotech, Inc.",0000819050,BBI
FEMASYS INC,0001339005,FEMY
Truxton Corp,0001578019,TRUX
Immuron Ltd,0001660046,IMRN
"WEED, INC.",0001393772,BUDZ
Nevada Sunrise Gold Corp,0001415758,NVSGF
"IDW MEDIA HOLDINGS, INC.",0001463833,IDW
"Healthtech Solutions, Inc./UT",0001307624,HLTT
NEPHROS INC,0001196298,NEPH
"ES Bancshares, Inc.",0001358254,ESBS
AETHLON MEDICAL INC,0000882291,AEMD
"Calithera Biosciences, Inc.",0001496671,CALA
Gulf Coast Ultra Deep Royalty Trust,0001565146,GULTU
"InspireMD, Inc.",0001433607,NSPR
ABRAXAS PETROLEUM CORP,0000867665,AXAS
"Minerva Neurosciences, Inc.",0001598646,NERV
TANTECH HOLDINGS LTD,0001588084,TANH
"TDH Holdings, Inc.",0001684425,PETZ
RemSleep Holdings Inc.,0001412126,RMSL
Crown Electrokinetics Corp.,0001761696,CRKN
ASIA PACIFIC WIRE & CABLE CORP LTD,0001026980,APWC
PREVENTION INSURANCE COM,0001134982,PVNC
"VerifyMe, Inc.",0001104038,VRME
"YUMANITY THERAPEUTICS, INC.",0001445283,YMTX
NextMart Inc.,0001088005,NXMR
"FG Financial Group, Inc.",0001591890,FGF
"Transportation & Logistics Systems, Inc.",0001463208,TLSS
"Eureka Homestead Bancorp, Inc.",0001769725,ERKH
"Creatd, Inc.",0001357671,CRTD
BYLOG GROUP CORP.,0001668082,BYLG
"RAVE RESTAURANT GROUP, INC.",0000718332,RAVE
Patagonia Gold Corp.,0001551206,HGLD
COFFEE HOLDING CO INC,0001007019,JVA
BIMI International Medical Inc.,0001213660,BIMI
"ENERGY FOCUS, INC/DE",0000924168,EFOI
"Immix Biopharma, Inc.",0001873835,IMMX
"EVmo, Inc.",0001691077,YAYO
"Conifer Holdings, Inc.",0001502292,CNFR
IBC Advanced Alloys Corp.,0001450894,IAALF
BioCorRx Inc.,0001443863,BICX
NeuroSense Therapeutics Ltd.,0001875091,NRSN
"IT TECH PACKAGING, INC.",0001358190,ITP
Discovery Energy Corp.,0001435387,DENR
Bone Biologics Corp,0001419554,BBLG
International Lithium Corp,0001522142,ILHMF
"Wally World Media, Inc",0001555214,WLYW
ELECTRO SENSORS INC,0000351789,ELSE
Liminal BioSciences Inc.,0001351172,LMNL
HEALTH DISCOVERY CORP,0001141788,HDVY
BODY & MIND INC.,0001715611,BMMJ
"Maverick Energy Group, Ltd.",0001825270,MKGP
"DUOS TECHNOLOGIES GROUP, INC.",0001396536,DUOT
Advanced Human Imaging Ltd,0001815436,AHI
"RenovoRx, Inc.",0001574094,RNXT
Trex Acquisition Corp.,0001437750,TRXA
"Jaguar Health, Inc.",0001585608,JAGX
AMARC RESOURCES LTD,0001175596,AXREF
Indoor Harvest Corp,0001572565,INQD
Endexx Corp,0001109486,EDXC
"ARTELO BIOSCIENCES, INC.",0001621221,ARTL
"Empire Global Gaming, Inc.",0001501862,EPGG
SCHMITT INDUSTRIES INC,0000922612,SMIT
Biopower Operations Corp,0001510832,BOPO
"Brownie's Marine Group, Inc",0001166708,BWMG
"Unicycive Therapeutics, Inc.",0001766140,UNCY
"Forward Industries, Inc.",0000038264,FORD
"AYTU BIOPHARMA, INC",0001385818,AYTU
"CYNERGISTEK, INC",0001011432,CTEK
"TENAX THERAPEUTICS, INC.",0000034956,TENX
DLT Resolution Inc.,0001420368,DLTI
"LogicBio Therapeutics, Inc.",0001664106,LOGC
Leader Hill Corp,0001723187,LHIL
Hartford Great Health Corp.,0001482554,HFUS
Nuran Wireless Inc.,0001680637,NRRWF
FIDELITY FEDERAL BANCORP,0000910492,FDLB
BIO KEY INTERNATIONAL INC,0001019034,BKYI
"Aridis Pharmaceuticals, Inc.",0001614067,ARDS
Optex Systems Holdings Inc,0001397016,OPXS
Safe-T Group Ltd.,0001725332,SFET
"MYOMO, INC.",0001369290,MYO
VIRTUAL INTERACTIVE TECHNOLOGIES CORP.,0001536089,VRVR
Meiwu Technology Co Ltd,0001787803,WNW
Biophytis SA,0001768946,BPTS
BONSO ELECTRONICS INTERNATIONAL INC,0000846546,BNSO
CANDELARIA MINING CORP.,0001611831,CDELF
"U.S. Lighting Group, Inc.",0001536394,USLG
International Land Alliance Inc.,0001657214,ILAL
"Medalist Diversified REIT, Inc.",0001654595,MDRR
BRAIN SCIENTIFIC INC.,0001662382,BRSF
"GJ Culture Group US, Inc.",0001781726,GJCU
TSR INC,0000098338,TSRI
INSIGNIA SYSTEMS INC/MN,0000875355,ISIG
Cingulate Inc.,0001862150,CING
PAID INC,0001017655,PAYD
UNEX HOLDINGS INC.,0001700844,UNEX
"BioRestorative Therapies, Inc.",0001505497,BRTX
"Kubient, Inc.",0001729750,KBNT
"Silo Pharma, Inc.",0001514183,SILO
Golden Arrow Resources Corp,0001403870,GARWF
Sino United Worldwide Consolidated Ltd.,0001394108,SUIC
Progressive Care Inc.,0001402945,RXMD
"Staffing 360 Solutions, Inc.",0001499717,STAF
"Engine Gaming & Media, Inc.",0001714562,GAME
"INTERPACE BIOSCIENCES, INC.",0001054102,IDXG
"GENERATION INCOME PROPERTIES, INC.",0001651721,GIPR
"MIND TECHNOLOGY, INC",0000926423,MIND
Jialijia Group Corp Ltd,0001659559,RZZN
SONIC FOUNDRY INC,0001029744,SOFO
"MJ Holdings, Inc.",0001456857,MJNE
"SELECTIS HEALTH, INC.",0000727346,GBCS
Jupai Holdings Ltd,0001616291,JP
"Sonnet BioTherapeutics Holdings, Inc.",0001106838,SONN
"Infobird Co., Ltd",0001815566,IFBD
EMERSON RADIO CORP,0000032621,MSN
Mirage Energy Corp,0001623360,MRGE
COMSovereign Holding Corp.,0001178727,COMS
Nascent Biotech Inc.,0001622057,NBIO
NAMESILO TECHNOLOGIES CORP.,0001115672,URLOF
Sow Good Inc.,0001490161,SOWG
"CITRINE GLOBAL, CORP.",0001498067,CTGL
Chino Commercial Bancorp,0001365794,CCBC
Galmed Pharmaceuticals Ltd.,0001595353,GLMD
ReShape Lifesciences Inc.,0001427570,RSLS
Ambow Education Holding Ltd.,0001494558,AMBO
"Excellerant, Inc.",0001786119,EXCL
"LM FUNDING AMERICA, INC.",0001640384,LMFA
"ENTERPRISE DIVERSIFIED, INC.",0001096934,SYTE
"DIAMOND HOLDINGS, INC.",0001692981,DIAH
"NewHydrogen, Inc.",0001371128,NEWH
Cosmos Holdings Inc.,0001474167,COSM
"SCI Engineered Materials, Inc.",0000830616,SCIA
"RENN Fund, Inc.",0000919567,RCG
WINDTREE THERAPEUTICS INC /DE/,0000946486,WINT
Lexaria Bioscience Corp.,0001348362,LEXX
"Protagenic Therapeutics, Inc.\new",0001022899,PTIX
SEAFARER EXPLORATION CORP,0001106213,SFRX
"SHINECO, INC.",0001300734,SISI
"Ensysce Biosciences, Inc.",0001716947,ENSC
EzFill Holdings Inc,0001817004,EZFL
BOS BETTER ONLINE SOLUTIONS LTD,0001005516,BOSC
"Recruiter.com Group, Inc.",0001462223,RCRT
"NightFood Holdings, Inc.",0001593001,NGTF
IMPERALIS HOLDING CORP.,0001349706,IMHC
SOLENO THERAPEUTICS INC,0001484565,SLNO
"EXICURE, INC.",0001698530,XCUR
iCoreConnect Inc.,0001408057,ICCT
"SilverSun Technologies, Inc.",0001236275,SSNT
AMERICAN SHARED HOSPITAL SERVICES,0000744825,AMS
Dunxin Financial Holdings Ltd,0001499494,DXF
Akerna Corp.,0001755953,KERN
KIDPIK CORP.,0001861522,PIK
SUN SUMMIT MINERALS CORP.,0001480313,SMREF
"Elvictor Group, Inc.",0001741489,ELVG
"Farmers & Merchants Bancshares, Inc.",0001698022,FMFG
"TRxADE HEALTH, INC",0001382574,MEDS
MICROMEM TECHNOLOGIES INC,0001085921,MMTIF
"Home Bistro, Inc. /NV/",0001489588,HBIS
"Bridgeline Digital, Inc.",0001378590,BLIN
AmBase Corp,0000020639,ABCP
"Digerati Technologies, Inc.",0001014052,DTGI
"Calyxt, Inc.",0001705843,CLXT
"AiAdvertising, Inc.",0000743758,AIAD
M&F BANCORP INC /NC/,0001094738,MFBP
"Professional Diversity Network, Inc.",0001546296,IPDN
"SCIENTIFIC ENERGY, INC",0001276531,SCGY
SemiLEDs Corp,0001333822,LEDS
CLEARONE INC,0000840715,CLRO
"NeuroBo Pharmaceuticals, Inc.",0001638287,NRBO
"INTELLINETICS, INC.",0001081745,INLX
"RDE, Inc.",0001760233,RSTN
"iANTHUS CAPITAL HOLDINGS, INC.",0001643154,ITHUF
"Quest Water Global, Inc.",0001487091,QWTR
CRAZY WOMAN CREEK BANCORP INC,0001005119,CRZY
"Motus GI Holdings, Inc.",0001686850,MOTS
GIVEMEPOWER CORP,0001064722,GMPW
INNOVATIVE FOOD HOLDINGS INC,0000312257,IVFH
"Sintx Technologies, Inc.",0001269026,SINT
FRONTERA GROUP INC.,0001602813,FRTG
"Sigyn Therapeutics, Inc.",0001642159,SIGY
BRIGHT MINDS BIOSCIENCES INC.,0001827401,DRUG
Amesite Inc.,0001807166,AMST
"Tego Cyber, Inc.",0001815632,TGCB
Inspira Technologies OXY B.H.N. Ltd,0001837493,IINN
SUNRISE REAL ESTATE GROUP INC,0001083490,SRRE
DIAMONDHEAD CASINO CORP,0000844887,DHCC
ARTS WAY MANUFACTURING CO INC,0000007623,ARTW
Cannonau Corp.,0001410187,CNNC
"Cyclacel Pharmaceuticals, Inc.",0001130166,CYCC
"LiveWire Ergogenics, Inc.",0001421289,LVVV
"Cleartronic, Inc.",0001362516,CLRI
Grown Rogue International Inc.,0001463000,GRUSF
"AXIM BIOTECHNOLOGIES, INC.",0001514946,AXIM
Lomiko Metals Inc.,0001588837,LMRMF
"Fuse Medical, Inc.",0000319016,FZMD
Nabriva Therapeutics plc,0001641640,NBRV
"DH ENCHANTMENT, INC.",0001300781,ENMI
"Simply, Inc.",0001274032,SIMP
"YIELD10 BIOSCIENCE, INC.",0001121702,YTEN
ICONIC MINERALS LTD.,0001271580,BVTEF
Manycore Tech Inc.,0001855255,KOOL
"FITLIFE BRANDS, INC.",0001374328,FTLF
"Norris Industries, Inc.",0001603793,NRIS
PRESSURE BIOSCIENCES INC,0000830656,PBIO
GRUPO TMM SAB,0001163560,GTMAY
UTime Ltd,0001789299,UTME
"OLB GROUP, INC.",0001314196,OLB
AUDDIA INC.,0001554818,AUUD
CNBX Pharmaceuticals Inc.,0001343009,CNBX
DYNATRONICS CORP,0000720875,DYNT
"INVO Bioscience, Inc.",0001417926,INVO
AVALON HOLDINGS CORP,0001061069,AWX
ZW Data Action Technologies Inc.,0001376321,CNET
"MMTec, Inc.",0001742518,MTC
INVESCO BLDRS INDEX FUNDS TRUST,0001169717,ADRU
Innovation Pharmaceuticals Inc.,0001355250,IPIX
EZGO Technologies Ltd.,0001806904,EZGO
"Aditxt, Inc.",0001726711,ADTX
"New Concept Energy, Inc.",0000105744,GBR
"HeartBeam, Inc.",0001779372,BEAT
STARCORE INTERNATIONAL MINES LTD.,0001301713,SHVLF
TODOS MEDICAL LTD.,0001645260,TOMDF
"Social Life Network, Inc.",0001281984,WDLF
"PLUS THERAPEUTICS, INC.",0001095981,PSTV
E-Home Household Service Holdings Ltd,0001769768,EJH
"GULFSLOPE ENERGY, INC.",0001341726,GSPE
"CHINA PHARMA HOLDINGS, INC.",0001106644,CPHI
Pacific Coast Oil Trust,0001538822,ROYTL
NOCOPI TECHNOLOGIES INC/MD/,0000888981,NNUP
"NUTRALIFE BIOSCIENCES, INC",0001563463,NLBS
"Track Group, Inc.",0001045942,TRCK
LIQTECH INTERNATIONAL INC,0001307579,LIQT
MOVING iMAGE TECHNOLOGIES INC.,0001770236,MITQ
"Luvu Brands, Inc.",0001374567,LUVU
"Xenous Holdings, Inc.",0001651932,XITO
PAINREFORM LTD.,0001801834,PRFX
Rise Gold Corp.,0001424864,RYES
China Liberal Education Holdings Ltd,0001775085,CLEU
"BALLY, CORP.",0001591565,BLYQ
BacTech Environmental Corp,0001807387,BCCEF
"GeoVax Labs, Inc.",0000832489,GOVX
"LIXTE BIOTECHNOLOGY HOLDINGS, INC.",0001335105,LIXT
"Blockchain Industries, Inc.",0001084370,BCII
Avricore Health Inc.,0001355736,AVCRF
"Guardforce AI Co., Ltd.",0001804469,GFAI
MILLS MUSIC TRUST,0000066496,MMTRS
"STRYVE FOODS, INC.",0001691936,SNAX
"Grapefruit USA, Inc",0001205181,GPFT
"ESPORTS ENTERTAINMENT GROUP, INC.",0001451448,GMBL
"WISA TECHNOLOGIES, INC.",0001682149,WISA
"Eastside Distilling, Inc.",0001534708,EAST
"VICTORY OILFIELD TECH, INC.",0000700764,VYEY
Mosaic ImmunoEngineering Inc.,0000836564,CPMV
UAS Drone Corp.,0001638911,USDR
Triumph Gold Corp.,0001387473,TIGCF
MAJOR LEAGUE FOOTBALL INC,0001308569,MLFB
JanOne Inc.,0000862861,JAN
Ameramex International Inc,0001776048,AMMX
PACIFIC HEALTH CARE ORGANIZATION INC,0001138476,PFHO
Mercurity Fintech Holding Inc.,0001527762,MFH
Contact Gold Corp.,0001759352,CGOLF
ALTAIR INTERNATIONAL CORP.,0001570937,ATAO
"MASTERMIND, INC.",0001088638,MMND
Wah Fu Education Group Ltd,0001716770,WAFU
SmartCard Marketing Systems Inc,0000900475,SMKG
"Hoth Therapeutics, Inc.",0001711786,HOTH
NOVINT TECHNOLOGIES INC,0001282980,NVNT
"ProtoKinetix, Inc.",0001128189,PKTX
"Sonoma Pharmaceuticals, Inc.",0001367083,SNOA
ELEVATION GOLD MINING Corp,0001518353,EVGDF
Arax Holdings Corp,0001566243,ARAT
"Arch Therapeutics, Inc.",0001537561,ARTH
"INTEGRATED VENTURES, INC.",0001520118,INTV
ENDRA Life Sciences Inc.,0001681682,NDRA
Genufood Energy Enzymes Corp.,0001510518,GFOO
MEDICURE INC,0001133519,MCUJF
Sun Pacific Holding Corp.,0001343465,SNPW
"QS Energy, Inc.",0001103795,QSEP
Save Foods Inc.,0001789192,SVFD
"NovaBay Pharmaceuticals, Inc.",0001389545,NBY
QUARTZ MOUNTAIN RESOURCES LTD,0000811522,QZMRF
PARKERVISION INC,0000914139,PRKR
"Clarus Therapeutics Holdings, Inc.",0001817944,CRXT
"Allena Pharmaceuticals, Inc.",0001624658,ALNA
Versus Systems Inc.,0001701963,VS
"Cavitation Technologies, Inc.",0001376793,CVAT
"AVRA Medical Robotics, Inc.",0001676163,AVMR
HIGHWAY HOLDINGS LTD,0001026785,HIHO
Flowr Corp,0001752524,FLWPF
"LOGIQ, INC.",0001335112,LGIQ
OREX MINERALS INC,0001458057,ORMNF
"COOL TECHNOLOGIES, INC.",0001399352,WARM
Heyu Biological Technology Corp,0001086303,HYBT
"BELLICUM PHARMACEUTICALS, INC",0001358403,BLCM
TOMBSTONE EXPLORATION CORP,0001072772,TMBXF
Phio Pharmaceuticals Corp.,0001533040,PHIO
"ZZLL INFORMATION TECHNOLOGY, INC",0001365357,ZZLL
"Lifeloc Technologies, Inc",0001493137,LCTC
"MALACHITE INNOVATIONS, INC.",0001438943,MLCT
UNICO AMERICAN CORP,0000100716,UNAM
"Xenetic Biosciences, Inc.",0001534525,XBIO
Pacific Booker Minerals Inc.,0001319150,PBMLF
"Salarius Pharmaceuticals, Inc.",0001615219,SLRX
Scott's Liquid Gold - Inc.,0000088000,SLGD
NLS Pharmaceutics Ltd.,0001783036,NLSP
TEL INSTRUMENT ELECTRONICS CORP,0000096885,TIKK
Altamira Therapeutics Ltd.,0001601936,CYTO
CareView Communications Inc,0001377149,CRVW
1933 Industries Inc.,0001706145,TGIFF
"Muscle Maker, Inc.",0001701756,GRIL
REFLECT SCIENTIFIC INC,0001103090,RSCF
SONIM TECHNOLOGIES INC,0001178697,SONM
WINSTON GOLD CORP.,0001680962,WGMCF
XTL BIOPHARMACEUTICALS LTD,0001023549,XTLB
QHY GROUP,0001423723,QHYG
iConsumer Corp.,0001652350,RWRDP
"Bellerophon Therapeutics, Inc.",0001600132,BLPH
"FOURTH WAVE ENERGY, INC.",0001652958,FWAV
Cuentas Inc.,0001424657,CUEN
CORETEC GROUP INC.,0001375195,CRTG
"Trutankless, Inc.",0001429393,TKLS
Changsheng International Group Ltd,0001451797,CSJT
RIDGEFIELD ACQUISITION CORP,0000812152,RDGA
"SOUTHERN ITS INTERNATIONAL, INC.",0001468978,SITS
TOFUTTI BRANDS INC,0000730349,TOFB
InMed Pharmaceuticals Inc.,0001728328,INM
Reviv3 Procare Co,0001718500,RVIV
Sentage Holdings Inc.,0001810467,SNTG
1847 Holdings LLC,0001599407,EFSH
Predictmedix Inc.,0001868079,PMEDF
"Kintara Therapeutics, Inc.",0001498382,KTRA
"Zoned Properties, Inc.",0001279620,ZDPY
"MJ Harvest, Inc.",0001789330,MJHI
"CLS Holdings USA, Inc.",0001522222,CLSH
"Advaxis, Inc.",0001100397,ADXS
PetroGas Co,0001609258,PTCO
"Hannover House, Inc.",0001069680,HHSE
Landbay Inc,0001672572,LNBY
Achison Inc,0001672571,ACHN
ECMOHO Ltd,0001763197,MOHO
"Oblong, Inc.",0000746210,OBLG
SuperCom Ltd,0001291855,SPCB
GBS Inc.,0001725430,GBS
"Financial Gravity Companies, Inc.",0001377167,FGCO
GB SCIENCES INC,0001165320,GBLX
TOUCAN INTERACTIVE CORP,0001602143,TCNT
EURO TECH HOLDINGS CO LTD,0001026662,CLWT
"SeqLL, Inc.",0001605888,SQL
"NEXGEL, INC.",0001468929,NXGL
"CREATIVE REALITIES, INC.",0001356093,CREX
Millennium Sustainable Ventures Corp.,0001358656,MILC
"AmeriCann, Inc.",0001508348,ACAN
"Value Exchange International, Inc.",0001417664,VEII
"Laredo Oil, Inc.",0001442492,LRDC
ALLIED HEALTHCARE PRODUCTS INC,0000874710,AHPI
CIPHERLOC Corp,0001022505,CLOK
"CNS Pharmaceuticals, Inc.",0001729427,CNSP
"Deep Down, Inc.",0001110607,DPDW
NEVADA EXPLORATION INC,0001398713,NVDEF
SCWorx Corp.,0001674227,WORX
Fovea Jewelry Holdings Ltd.,0000850971,FJHL
UNIVERSAL SECURITY INSTRUMENTS INC,0000102109,UUU
"Gaucho Group Holdings, Inc.",0001559998,VINO
"Puhui Wealth Investment Management Co., Ltd.",0001729089,PHCF
"VERDE BIO HOLDINGS, INC.",0001490054,VBHI
Organic Agricultural Co Ltd,0001749849,OGAA
APPLIED DNA SCIENCES INC,0000744452,APDN
"SIGNET INTERNATIONAL HOLDINGS, INC.",0001317833,SIGN
PCT LTD,0001119897,PCTL
Equity Metals Corp,0001792554,EQMEF
EXENT CORP.,0001726744,EXNN
CurrencyWorks Inc.,0001515139,CWRK
"Innovative Payment Solutions, Inc.",0001591913,IPSI
